step,real_x,real_y,real_vx,real_vy,observed_x,observed_y,estimated_x,estimated_y,estimated_vx,estimated_vy
11,10.408803554302436,8.501755542836046,1.5236120522921184,1.3992428262546568,6.712498578383867,6.702145021849274,9.87555928414819,6.658327490123096,1.6286081988257939,1.216408213048807
12,11.153335626537505,9.241019039446584,1.4545162366481503,1.5578111601874942,12.012381350458655,4.833418651039747,11.052841683203487,6.598739383656706,1.7241207399058849,1.0406882561282815
13,11.892746893713882,10.005484034024718,1.5031288320573697,1.5000488181250466,10.200441892948986,11.534674756126888,11.465158557148506,8.27739765006797,1.6096310501576057,1.3355563920936557
14,12.682973791836163,10.7904314475541,1.6577787604317622,1.6397408359924763,10.584929983779569,10.017400507926064,11.844852246934979,9.215688716665076,1.5039714687035446,1.4027895340013743
15,13.52428555072968,11.646884807817427,1.7074682751422967,1.7860726050608302,12.326349956116454,11.182737366157884,12.530816307482972,10.22600875947334,1.4878271706907353,1.4783311164694235
16,14.336532126775602,12.495063361944815,1.5415180290413926,1.6066416114487296,16.367846682761098,15.885663433371874,14.009197126910225,12.13355504063258,1.6656300614103905,1.7611775939665266
17,15.104590761737034,13.336016651340133,1.5307165108043426,1.7571715461325332,16.00868082435612,11.723217264827325,15.112880635173898,12.714426081084435,1.730857116918698,1.689003426937885
18,15.883501352345773,14.272278795648871,1.5849258516306046,1.9878770311024283,15.793936254570893,18.18388793518389,15.936264768104435,14.613604219387609,1.7207511928596007,1.9425086115667254
19,16.57772383675771,15.297038655114156,1.191964086017143,2.1111624067587123,16.795341507353136,14.549520278949489,16.796348293591752,15.352044462345578,1.7206809575867295,1.8865230380212632
20,17.177146908886364,16.27808602419598,1.2057282024974685,1.8130270695685784,16.627967189292583,17.170867452975344,17.427813575707717,16.490105339426993,1.6655411929112929,1.9334533778697032
21,17.835432036812904,17.165164425795005,1.4274123092086957,1.7352865368275312,15.814198029579934,15.910771816833664,17.720569675979856,17.11555519079928,1.535114857371622,1.8510269103536772
22,18.58346577083108,18.04513586082101,1.5647226268640069,1.784599203276484,17.259065261413483,19.3283044436044,18.218352101528684,18.32361263938846,1.4697818165635028,1.9194522946074004
23,19.36946749236364,18.97375964960424,1.5792842592662129,1.9298959518564167,17.614334757670253,18.154604283109816,18.660504409093175,19.03655252734107,1.3987064548317854,1.859533914828241
24,20.14440556625428,19.88382581497749,1.5204680362963892,1.7103687096365996,20.88470625891572,20.536463995427216,19.692383026333136,20.09065151541148,1.4796212504887092,1.8897881485259653
25,20.90483133902657,20.730213152294223,1.5212350547927582,1.6751806396303277,17.36640448390053,19.678599845380823,19.764738975909683,20.74012417217934,1.316913027297666,1.8177720316486388
26,21.6525970720532,21.53771807451357,1.4698278773137428,1.5548390492470847,21.24938279288817,22.54784521654992,20.60288686809846,21.844502063403514,1.360777757263349,1.8654938444288423
27,22.45824298200546,22.32168426711831,1.7527557624953225,1.5810257211718606,23.10211895881237,22.13556947770289,21.6786465832739,22.637763975501574,1.4573881705966352,1.8314101355773236
28,23.2626669426794,23.11120285737489,1.4649400802004662,1.577048639854478,23.41324246753197,29.26930813858811,22.625938296664444,24.795607063205356,1.5108386368236788,2.135131895333972
29,23.98792344660034,23.91103520263964,1.4360859354832978,1.62228074120452,23.90114402233723,20.989340108590813,23.494301912424607,24.804138713607653,1.5384661471012313,1.876079587082176
30,24.748822269886304,24.750373061967657,1.6075093576605508,1.735070696107536,26.72640213749392,22.47690442498081,24.798671641478197,25.032693283573284,1.6693924180144935,1.7024972812625734
31,25.60518173537669,25.56533899516672,1.8179285043009656,1.5247930366886937,27.07232446987736,31.041478059691663,25.94602541316788,27.00457520517827,1.7458912221357938,1.9766857739941235
32,26.477000875334767,26.30649934865096,1.6693480555313625,1.439848377248278,26.72612928805387,25.04781021336046,26.798798380313936,27.35300532240186,1.740955706242472,1.8201222785101776
33,27.25352502443547,27.028994648830324,1.4367485408714424,1.4501328234691822,24.59776574012021,28.21297572541828,27.001909307363572,28.25218292382075,1.5776897230603169,1.8174597079872628
34,27.937420886087423,27.81218360075308,1.298834905736372,1.682622984221813,25.979287655246832,27.007029810238883,27.397177868561364,28.692939849062522,1.481415285296967,1.7029867822394305
35,28.61734523460697,28.60733768099771,1.4208624883418224,1.4979933367567198,29.185995071117297,31.87519456670378,28.365596819524082,30.050812278531343,1.5371102577767588,1.8268399488387723
36,29.26749585748184,29.36325811907103,1.1797400031576384,1.525688415536565,29.9172028431029,31.317815298514308,29.304266802555716,31.0410468363085,1.5787134555923477,1.8456256822930905
37,29.81098020740273,30.07658520384865,0.994197396525926,1.327619923573924,31.115834121444976,30.819046886931616,30.315680353116218,31.71516973710552,1.6330145253952482,1.784811834548673
38,30.317472387553664,30.75338697349175,1.0317713240778077,1.3795871549984702,28.61741058360744,31.33402121639426,30.58593448053378,32.33093756846212,1.4994454597141917,1.7171686700863145
39,30.84434826734127,31.416392372815,1.0757321950726098,1.272434442294515,35.50878454520316,32.60097467509446,32.2420735446979,33.06168760118421,1.7210686633568324,1.6859125612282635
40,31.33754048373248,32.07723035428602,0.8970366704922125,1.3709174835895896,28.900836308164173,34.04494186364215,32.190024986316104,33.93511520458734,1.4979466009115432,1.6933626509244109
41,31.829506153191364,32.73191350914263,1.0708260073433231,1.247815135836833,34.23794647630217,33.76386582648387,33.22110178458862,34.560723962009114,1.5669177325929842,1.6393128950033549
42,32.39574641286282,33.426950813910565,1.1941350313424963,1.532334083234925,31.782276122855645,31.54261040301684,33.52195054519871,34.54693781245664,1.448926776107725,1.4355486388402676
43,32.959457137423115,34.162524969841826,1.060707866898668,1.4099625404901093,32.76670286388786,35.01540490688343,33.925079554983455,35.21057252057034,1.3703658749769962,1.4223124059976715
44,33.50018697584733,34.898525611925734,1.102211486798171,1.5340400278455129,33.53269170554209,38.53236080481903,34.3762641184871,36.48863687428625,1.3131572502059152,1.5609118121462813
45,34.04136808799999,35.7675519695956,1.0625129618124776,1.942065402833956,35.605536457412505,33.624658078554894,35.15720228942956,36.47770947472973,1.3435611125279947,1.3674316180371033
46,34.53246610022894,36.7566773865842,0.9018790871033108,2.014436265120433,33.97380913691431,38.541678621814434,35.426142010685346,37.46113975501217,1.245072743723864,1.440707182022992
47,35.001152054702104,37.761164434919785,0.9728647307893424,2.0035119282219025,32.88416775953109,33.97404637320513,35.36153124247064,37.267881259096704,1.0770750239042282,1.217341997986469
48,35.47084010939426,38.795035353817866,0.9058874879792892,2.1319717473704234,36.00607446971977,35.6806884070379,35.92308679811101,37.399743154775585,1.082702637321833,1.100768350643123
49,35.93027813810332,39.87547062924291,0.9318646268569664,2.1897693543297487,33.72063454760048,40.259783394106734,35.868653378452464,38.45164203368777,0.9370403161971846,1.2233827633741514
50,36.39839327847353,40.92749392023914,0.9405959346238664,2.0183238096551555,37.29286167934424,42.32945523615973,36.54468913132389,39.772530466056864,0.9877756227106665,1.396773730853961
51,36.90930566740454,41.976173402018034,1.103053621100158,2.176394117460391,33.46513224751181,39.63161080223023,36.2626506366127,40.28867300690202,0.7980694887463816,1.3522168367481109
52,37.48014630047494,43.08363743390744,1.180308911181457,2.253462010097222,38.76776551624006,52.71546616054424,37.11899216245461,43.51628349131244,0.9098766312236691,1.9760347344670195
53,38.091709150216666,44.25295215046282,1.2659424877854322,2.423796856124312,40.47671355894967,45.88143027872732,38.204230000371616,44.803325619096995,1.0639790978480825,2.049143552658982
54,38.71285779743537,45.49331192429347,1.2186521010893805,2.537642239198302,36.78079476109144,44.90126540744345,38.31162604789511,45.626692049835675,0.9601697628149549,1.9999506350519163
55,39.30398271493647,46.76520332411961,1.1458475689150147,2.5499233601062503,45.09062913162024,42.09704034264024,40.159433865821086,45.64312153034696,1.2945660551582294,1.7594822825326837
56,39.902641256533016,47.979688159003125,1.2487865974711918,2.3080159794278026,38.72281159205943,50.70206465142154,40.35422570742316,47.4303185234048,1.1839358902020287,1.9813473567824564
57,40.529445055984695,49.09328071954468,1.2584286003355112,2.1463542627384067,38.741185782834776,50.79227509188137,40.467406722775436,48.935883450084226,1.0668766407102037,2.107233798850029
58,41.13127060746306,50.17457504802321,1.1488736055779407,2.1788230511757027,41.2452002072226,48.54557417900867,41.0539033831085,49.67597177751381,1.079848942947749,2.030578792347373
59,41.78610531360173,51.28775853694798,1.4704652189767395,2.2739109045234045,36.72324884695772,51.75389432387155,40.53624911545588,50.921997237175304,0.8212801966198442,2.0869917405860594
60,42.49652093066128,52.45668023926454,1.3711972492614812,2.401775904742838,40.515219084579535,52.16983913559729,40.85315803367181,52.00986401263185,0.798363748376828,2.09784003621891
61,43.20105657825379,53.69003401141734,1.4469453411085498,2.5316391838683563,40.20031556061435,52.853780921814966,41.02390743783845,53.014270453981624,0.7425140328167406,2.0869568609839986
62,43.90671879963953,54.93135375713,1.3757035444344063,2.4336397989823,48.32035440034227,55.94380803453239,42.89887305595085,54.46728037593329,1.1101573954826056,2.1870836637881985
63,44.547287423569166,56.1825934796357,1.1865709512841496,2.571319091040516,49.852677916100745,58.76375663101357,44.84334589830612,56.256294747237064,1.4498518363061474,2.3571204789703555
64,45.08359652548797,57.45009424742347,0.9586654563910476,2.4986839801105782,48.25087439845453,55.68092058337652,46.150761480007155,57.05401264080527,1.592265330781823,2.2640079437263974
65,45.57957248223897,58.72848501448237,1.025238370612982,2.6148790881249786,43.262246303293765,58.579671624327865,46.14682445237745,58.271493287192264,1.3966554904536013,2.284906221465505
66,45.97064414229288,59.99751002199482,0.5390482696026211,2.461220941924835,45.339223763809976,56.8780520670827,46.51816095723127,58.8633125071712,1.316709079880076,2.150281198924566
67,46.30138370099162,61.17449019128372,0.7839099651923663,2.2466997352307403,45.20127248424916,61.50134163449894,46.747619218544344,60.277812400211545,1.2118478103752677,2.2332514836208386
68,46.74738643192779,62.243995228229856,1.0001009585522835,2.0313204125538245,49.65529581231519,62.269577880778826,47.853336352337024,61.584462429897606,1.3340427416062917,2.2797107060756865
69,47.21063033678963,63.27698431479164,0.8528746608950909,2.100635933693315,47.7082795757233,61.776442121894654,48.344026384705494,62.518499925980876,1.2909313220219005,2.229390099041811
70,47.6396852454243,64.31285302175598,0.8633449736435937,2.042838894164051,47.92347860855242,65.9681797080586,48.75802224581925,64.14020401494298,1.2343390466164768,2.3533492298046097
71,48.13083336285155,65.287854387632,1.1012474960653966,1.857166569340024,53.463416799492215,60.40763488882574,50.262892203633825,64.25090555604612,1.4513737862793898,2.0927284397648527
72,48.67576516982041,66.23849956754518,1.0784797318100592,1.9454141503127105,49.37824483915799,64.68175076799369,50.638917723869916,65.16361850424694,1.3658847375543668,2.0600519105215165
73,49.20720045133704,67.19271910765183,1.047261394256468,1.8714640101138853,47.733788558976514,69.31672435020438,50.54276098011284,66.87177719693565,1.175402036871163,2.225849243837426
74,49.74421922918896,68.1024670028865,1.1008137171512251,1.7675275708247873,51.99321891777209,68.87071580507802,51.31779748878686,68.17708725300038,1.2212038737269966,2.2728857464081833
75,50.32510841722104,69.00984186987104,1.2227430349770692,1.8619718971133288,48.25262088991586,67.60938926937861,51.13025599552416,68.9434999909114,1.026065005865241,2.1824167167196165
76,50.964503444901695,69.96371670338146,1.3348370757455583,1.9535274369283488,50.91224945999132,70.25703516165342,51.484553689991756,70.08298347840004,0.9872557770275521,2.194219550336556
77,51.67983441636654,70.91829649476429,1.526486810113822,1.8647917286029745,53.04757786929164,70.41281486367956,52.210385887399816,71.01348958214295,1.0440276363055154,2.153486455268715
78,52.43491477630243,71.89189649101529,1.493834629629739,2.029608256401053,54.498455648772506,73.92567058101689,53.11587382300593,72.48877221175309,1.1377835998391517,2.2509257450087947
79,53.23078754638559,72.90748826327705,1.6896564507028882,2.0327588326459667,54.935669974623,72.13182137179341,53.95638184411915,73.29234987354674,1.204191316650785,2.1722277135554653
80,54.087772009955344,73.91898731506123,1.7382814035761545,2.013237374490814,54.33026192243714,75.40687987865351,54.50892371094797,74.60176977886134,1.192075861456153,2.2268240288732555
81,54.92622943612216,75.00407052514484,1.6155483010911336,2.327095465843633,52.411185982372906,71.9685989931755,54.52004628519255,74.90166422862615,1.0490693308515904,2.0279263196234636
82,55.77743274442398,76.19730560909026,1.7892649321161438,2.4458448699380733,57.33773228705437,77.76816938225096,55.542506390972086,76.31788073011083,1.1708076113693984,2.126273634661268
83,56.67160595650029,77.38658100512858,1.787427916189107,2.3112567142151987,56.86111735198461,75.6936767263483,56.28711577976991,77.0146353082875,1.2097319409279488,2.0366964807552077
84,57.60188690459801,78.53669471042984,1.9336958762017693,2.289198106989878,55.53814391261673,77.73323010629736,56.59801497590111,77.9678963202692,1.1378597152403682,2.0207832402903065
85,58.58421977223423,79.66015409319463,1.995635594343113,2.204639424069282,56.52866878331815,80.26937212192442,57.02835219976548,79.25862864418822,1.1039750659608323,2.08932401456329
86,59.59122381582236,80.74346343615287,2.032380580009421,2.128597947763613,58.41362805177656,81.32358827954695,57.76127652766049,80.52483387782635,1.148212480812941,2.1434893357553273
87,60.55311094302092,81.75498251849555,1.8151679287848224,1.9174783816071288,58.75700038988983,81.22136463921593,58.426931082635484,81.51510614283542,1.170595218226275,2.1235700678973
88,61.47235394112325,82.76904756743473,1.8618040636245232,2.138781814149562,63.6165029991283,82.36920124252616,60.011981858452934,82.53179423954596,1.4150258525449457,2.1125442733891626
89,62.40254286513916,83.80084362333558,1.85895163243912,1.9884024094538904,62.356260025158186,83.07919702603523,61.07489525017142,83.47757258064506,1.5019180616169638,2.0855295367145916
90,63.3441206273714,84.76402366767931,1.907359416489833,1.864317767921042,64.64248691297432,88.59587095018576,62.43744629395657,85.4052819352393,1.6514467938884803,2.3018905082493872
91,64.29372183004918,85.71124674121855,1.8910453942213048,1.9245745262358835,66.01908180932696,84.70819556150396,63.86157710143061,86.15495321055641,1.7977520097282589,2.203782638849253
92,65.24764799522772,86.67400621936581,1.924659266492867,1.9264633863531528,65.49183824159981,84.74148175972714,64.91926306322539,86.71066901461137,1.8365796121525748,2.070247650398048
93,66.21089676000886,87.6559128484641,1.9283357926317084,2.00116313003997,69.83875577949647,90.05408991367712,66.70635759482548,88.247006962338,2.048994533212042,2.192789983724335
94,67.2558089984814,88.62771887987579,2.251313161258442,1.8860609956067624,69.4366105902831,89.08607389422167,68.10123563713007,89.28752679877682,2.1395492930080726,2.179129012070545
95,68.46358318910629,89.54043819197834,2.579783601241093,1.7648162528034896,66.36427858365435,88.04195657836829,68.56156811878397,89.8700497650344,1.9905461792720418,2.0551619277796696
96,69.67382890006522,90.40313050506704,2.2611992425946217,1.6859529995513756,67.77599724618098,90.77911497125756,69.17015608297066,90.87189670528555,1.8960051529848074,2.0488701910533766
97,70.81724437045416,91.31646341131334,2.3124626389611955,1.9673786254337584,73.19330396591928,89.87420427215733,70.78588304954661,91.45725535525128,2.059257745240626,1.9415199594296257
98,71.9397851397592,92.31859969296173,2.1777004382589418,2.041166501159734,68.63920212220759,96.8972466075976,71.12582109053906,93.39844581161478,1.8906345561038842,2.1787814602411757
99,73.07286436341572,93.32158885658764,2.354616456367135,1.9707901533440284,68.79002804068853,96.70626979200118,71.35869158186374,94.96953800336564,1.7164477411410037,2.296553123932406
